"@title","Bahasa Indonesia"
"#02127","Huh? Is that a treasure chest?"
,"When you see a drone with a treasure chest, tap it at once!"
"#02128","What's that you got there? <co=0066cc><0></co>?"
,"Cool! It enables you to enter even more famous races."
,"Simply locate in your inventory and use it."
"#02129","The <co=0070c0><0></co> is equipped with nitro."
,"Tap <co=0070c0>Boost</co> to inject nitro into the engine for a huge boost!"
"#02130","You've unlocked tuning! Tuning vehicles or parts improves their base performance."
,"If you have more vehicles of the same type, tuning one will improve performance for all of them at once."
"#02131","When a vehicle breaks down completely, you can no longer use it for racing."
,"You can get it repaired by using GP Medals, though!"
,"What's that shiny thing over there? Oh, what a coincidence! It's a GP Medal. Here, you can have it."
"#02132","Hello! I'm a promoter specializing in racing."
,"<name>, you're getting quite famous! There are many teams that would like to race against yours."
,"Sign a contract with me and I'll take care of organizing versus races for you. How does it sound?"
"#02133","Thanks for signing me!"
,"Whenever you want me to find you someone to race against, open the menu and go to <co=0070c0>Race</co> to pick something."
"#02134","You're not interested? Oh... What shall I do now..."
,"I know! I'll leave you a prepaid phone. So if you change your mind, give me a ring."
"#02135","Hello? Oh, thanks for calling me!"
"#02136","Oh, well. You can always call me when you need my services."
"#02137","Wow, we've acquired vehicle upgrade technology!"
,"Every upgrade raises a vehicle's grade by 1, <co=0070c0>greatly improving its performance and raising the level cap</co>."
,"Vehicles of the same type and grade are required as materials for upgrades, so let's make sure we get plenty."
"#02138","Woohoo, we can now upgrade parts!"
,"Every upgrade raises a vehicle's grade by 1, greatly improving its performance and raising the level cap."
,"Parts of the same type and grade are required as materials for upgrades, so let's stock up on them."
"#02139","All of our vehicles have been equipped with the kinetic energy recovery system!"
,"Tap the <co=0070c0>KERS icon</co> during racing to use the stored energy generated during breaking."
,"Tap it again to turn it off. As with anything else, the right timing is important."
"#02140","Good day! I'm Wheeler, the mayor of a city famous for making amazing cars."
,"As part of my project to promote and expand the automobile industry, I've been inviting racing teams over."
,"<co=0070c0><name></co>, you've won much acclaim. It would be an honor for me if you agreed to move into my city this year."
,"I can offer you a vast plot of land by the railway. You can use the land as you please."
"#02141","I am so thrilled! This esteemed moving agent will take care of everything for you."
"#02142","How do you do? My name is Ku-max Bearington."
,"I'll have your facilities moved to the new location in a jiffy. No hassle for you, my friend!"
,"My staff will start packing everything now. I'll see you at your new place!"
"#02143","Your new headquarters are all ready now, <name>."
,"It's a really good location, with plenty of space. I must be off now. See you later!"
"#02144","Your headquarters is bigger now, allowing you to hire more mechanics."
,"In addition, all this extra space will let you have two teams."
,"Use it well and you're sure to win!"
"#02145","Hello? Mayor Wheeler speaking."
"#02146","Ah, well. No forcing you! But my offer still stands. Call me if you decide to move to my city."
"#02147","<call>, we've received a video message. Let me play it for you."
"#02148","Hello <name>! My name is Swift. You can call me Duke Swift."
,"<name>, I'd like to invite you with your brilliant racing teams to my country."
,"What can I offer you? Well, a decent size plot of land in a most breathtakingly beautiful location."
,"Everything is ready, so you can move in at once, if you wish."
"#02149","Hello again. It's me, Ku-max Bearington."
,"You're moving to another country this time? No problem, let my company handle it for you."
,"My staff will start packing everything now. I'll see you at your new place!"
"#02150","Your new headquarters are all ready now, <name>."
,"Beautiful place, this. I've got to be off now. See you later!"
"#02151","Your headquarters is bigger now, allowing you to hire more mechanics."
,"Use it well and you're sure to win!"
"#02152","Wh-what, you don't want to move? Hmm..."
,"I know! I'll leave you a prepaid phone. So if you change your mind, give me a ring."
"#02153","Ehem, hello. Duke Swift speaking."
"#02154","I don't mind you calling me just to chat, but please do think over my invitation."
"#02155","Drivers are contracted for a certain period of time. Once that's over, the contracts may be renewed."
,"Keep in mind that there is a fee for renewing a contract."
"#02156","If you'd like to give instructions to a driver during a race, tap the icons at the bottom of the screen."
,"Tap the icon on the right to open a menu. If you wish to withdraw from a race, you can do it from there."
,"The race is about to start! Wish our team best of luck!"
"#02157","We've got quite a few vehicles, so we could use some for upgrades."
,"Parts are removed from vehicles used as upgrade materials, and they're stored in the Warehouse."
"#02158","We've got so many parts that we could use some for upgrades."
"#02159","Hello. I've brought you some<co=0070c0> <0></co>."
,"It's only good when fresh, so use it soon. I'll take back any leftovers later."
"#02160","Hello, I'm from Autos United. It's a pleasure to meet you!"
,"Autos United oversees races and keeps records of racing teams."
,"<co=0070c0><name></co>, I'm pleased to inform you that thanks to your achievements, your team has ranked up!"
"#02161","We have special prizes for such occasions. Here, you earned this!"
"#02162","Keep up the good work! Goodbye!"
"#02163","Nyah nyah nyah! Hi! I'm known as the <co=0070c0><0></co>,<co=0070c0> <1></co>."
,"<name>, do you think your team can beat mine? I say we race and see who's the real king of speed!"
"#02164","Whoa, we got challenged to a race!"
,"When you get challenged to a race, you can enter it by going to Race and then <co=0070c0>Versus</co>."
"#02165","<call>, there's a letter for you."
"#02166","<call>, you got some Crystals thanks to your friend playing Grand Prix Story 2!"
"#02167","Use Crystals to improve your vehicles' performance."
,"To do that, open the menu, go to <co=0070c0>Team </co>and then <co=0070c0>Crystals</co>."
"#02168","Crystals come in three shapes: round, triangular, and square. Tap a hole of the matching shape to insert a Crystal."
,"To remove an equipped Crystal, simply tap it again."
"#02169","You've earned a special prize from Autos United for reaching a high rank!"
"#02170","You got two vehicles!"
,"Besides using items for enhancement, you can also use other vehicles for even better effects."
,"So if you have cars you don't need, let's use them up!"
"#02171","To enhance a part, locate it in your inventory and select <co=0070c0>Enhance</co>."
"#02172","We got a research project!"
,"To start working on it, open the menu and select <co=0066cc>Research</co>."
"#02173","To start working on a research project, open the menu and select <co=0066cc>Research</co>."
"#02174","<call>, I've got a useful piece of info for you!"
,"I heard that rear-wheel-drive cars accelerate faster than front-wheel-drive ones!"
,"We should try the <co=0070c0><0> </co>layout, don't you think?"
"#02175","<call>, I've got a useful piece of info for you!"
,"Installing the engine in the middle offers better weight distribution, which makes turning easier."
,"We should try the <0> layout, don't you think?"
"#02176","<call>, I've got a useful piece of info for you!"
,"There's even an automobile layout with a rear-wheel-drive and engine at the rear as well!"
,"We should try the <0> layout, don't you think?"
"#02177","<call>, I've got a useful piece of info for you!"
,"Apparently four-wheel-drive cars are more stable on rough terrain."
,"We should try the <0> layout, don't you think?"
"#02178","<call>, I've got a useful piece of info for you!"
,"Designing vehicles and making them from scratch can result in better performance."
,"The team needs to have a good understanding of engineering, so it's quite difficult, but may be worth it."
"#02179","<call>, I've got a useful piece of info for you!"
,"Just like vehicles, parts can also be enhanced by adding materials to them."
"#02180","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"And I found out that having a <co=0070c0><0></co> offers better training options."
,"Maybe you could look into how to get one built for us?"
"#02181","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"And I discovered that new vehicle development goes much better when there's a<co=0070c0> <0></co>."
,"Maybe you could look into how to get one built for us?"
"#02182","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"I noticed that practicing at a <co=0070c0><0></co> results in drivers getting better results in preliminaries."
,"Maybe you could look into how to get one built for us?"
"#02183","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"I couldn't help noticing that a <co=0070c0><0></co> makes it easier to acquire Research Data."
,"Maybe you could look into how to get one built for us?"
"#02184","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"I was thrilled to find out a new way to make some money. We'd just need to build a <co=0070c0><0></co>."
,"Maybe you could look into how to get one built for us?"
"#02185","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"This other team had their own <co=0070c0><0></co>, all automated, and were making lots of money from car sales."
,"Maybe you could look into how to get one built for us?"
"#02186","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"They had a <co=0070c0><0></co>, and by destressing their team, it boosted their Research Data production!"
,"Maybe you could look into how to get one built for us?"
"#02187","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"Teams with a <co=0070c0><0></co> have it easy. They just extract their own nitro gas from underground."
,"Maybe you could look into how to get one built for us?"
"#02188","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"I noticed that there's a good way to store lots of nitro. Just need a <co=0070c0><0></co>!"
,"Maybe you could look into how to get one built for us?"
"#02189","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"It looks like having a <co=0070c0><0></co> increases maximum speed of all vehicles."
,"Maybe you could look into how to get one built for us?"
"#02190","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"It looks like having a <co=0070c0><0></co> boosts acceleration of all vehicles."
,"Maybe you could look into how to get one built for us?"
"#02191","<call>, I had a look at how other teams' headquarters to see how they do stuff."
,"It looks like having a<co=0070c0> <0></co> improves handling of all vehicles."
,"Maybe you could look into how to get one built for us?"
"#02192","Hmph. We should definitely research this."
"#02193","There's no access to the entrance or to the road, so building a facility there will have no effect."
,"Move the facility to an area highlighted in yellow or extend the road there."
"#02194","Dear <name>."
,"In order to promote motorsports, Autos United regularly organizes special race events."
,"Lots of exciting prizes await the winners. Come and join us on the circuit!"
"#02195","Dear <name>."
,"I'm Zippy, the most famous penguin car racer. Driving on ice is my forte."
,"I got a little bored of only racing against other penguins, so I'd like to invite human racers too."
,"Anyone is welcome to participate. Come on, it will be fun!"
"#02196","Dear <name>."
,"My oil fields have been extremely productive lately, so I decided to organize a special race."
,"The prize is a big supply of fuel, all home-grown. Hehe."
"#02197","Dear <name>."
,"I'm Ol' Medell, and I've been a GP Medal collector for a very long time. Three years, to be precise."
,"What am I going to do with all these Medals? Use them as race prizes! That's right, I'm organizing a race!"
,"So if you want some Medals, sign up and show me just how fast you are."
"#02198","Dear <name>."
,"I'm your local egg seller."
,"I thought, what better way is there to promote my fresh produce than by organizing a car race?"
,"When the public sees all the famous racers wolfing down my eggs, they're sure to rush to my shop...right?"
"#02199","Oops, having a second job Isn't allowed? I guess I'll forget about this idea then!"
"#02200","Nitro is highly flammable. Injecting it into the engine lets you accelerate very fast in a short burst."
,"Get some nitro for your vehicles and enjoy using the nitro boost when racing."
"#02201","Oh no, this is bad! There's smoke coming out of the <co=0070c0><0></co>!"
,"It's a sign that the vehicle's damaged and so its performance is affected. It may even explode!"
,"Repairs are carried out automatically, but you can also tap the vehicle and have it fixed at once."
"#02202","<call>,"
,"Our team's in good form. I think stand a good chance against <co=0070c0><0></co>!"
"#02203","<call>,"
,"Our team's in great form. We can beat <co=0070c0><0></co> for sure!"
"#02204","We got the <co=0070c0><0></co>!"
,"The box contains all the necessary parts and diagrams to make a develop a new car."
"#02205","The <co=0070c0><0></co> is a gently curved high-speed circuit."
,"Let's train up our drivers to raise their <co=0070c0>Strength</co>, so that they can drive faster!"
"#02206","Did you notice the downforce effect on <0>'s vehicle?"
,"Downforce pushes a car towards the ground, making it easier to take corners at high speed."
"#02207","Congratulations on passing the test! Now you can enter higher-ranking races."
"#02208","Plus, there's a bonus reward for passing."
"#02209","Keep it up!"
"#02210","<call>, the <0> is a <co=0070c0><1>-type</co> race course."
,"The <2> is not well suited for <1> driving, which has a negative effect on acceleration and handling."
,"We should exchange the tires, or pick another vehicle instead."
"#02211","Hey, it was good race, wasn't it?"
,"Your team came #<0>. Here's your prize."
"#02212","Good luck in your next race!"
"#02213","Great, we got some grain!"
,"If we feed grain to chickens, they'll lay eggs which we can use to enhance our vehicles."
,"Well, we just need to build a chicken coop first, though."
"#02214","<call>, do you have a minute?"
,"I'd like to learn some skills to bring out my true potential. But how do I go about it?"
"#02215","It's good to have ambitious staff willing to learn new things!"
,"To teach a team member new skills, tap them and select <co=0070c0>Learn Skill</co>."
"#02216","Tap this icon to activate the aura effect, giving the vehicle a huge speed boost."
,"But uhm, right now <co=0070c0><0></co> doesn't have an aura."
,"Sometimes when your vehicle's in the top three, the driver gets excited and generates an aura."
"#02217","Tap this icon to inject <co=0070c0>nitro</co> into the engine for a boost effect."
,"I filled the car's nitro tank a little before the race, but if you want more, you'll have to purchase it."
"#02218","Oh, we already won this race before."
,"So this time if you don't want to watch it all, you can just select <co=0070c0>F-Forward</co> from the menu."
"#02219","<call>, the Warehouse is full!"
,"Any items that we couldn't fit in the Warehouse will be discarded in <co=ff0000><0></co>."
,"Try reorganizing your items, or purchase a Warehouse upgrade to make it bigger."
"#02220","<call>, the <co=0070c0><0> </co>we developed is slightly damaged."
,"We'd better get it fixed before using it in a race."
"#02221","I can hardly believe it! Winning <co=0070c0><0></co> in such style!"
,"<co=0070c0><name></co>, you've made your mark on the history of motorsports."
,"You're a legend, <name>. And a true legend like you deserves this fine prize."
"#02222","Ah, I have one more little thing for you. Please take this."
"#02223","Goodbye then. Until we meet again."
"#02224","Greetings, I'm Dr. Mochipon."
,"I've been eating too many donuts and my doctor told me to walk more to lose weight..."
,"As I was walking by, I noticed you were dismantling a vehicle. Perhaps I could help?"
,"Let me see... Oh yes... This goes here... There, done."
"#02225","I've got to be off now. If you don't mind, I'd love to lend you a hand next time I happen to be nearby."
"#02226","Helloes, it's me, Dr. Mochipon."
,"I'm always out and about these days. Anyway, your team is working on dismantling another vehicle, hmm?"
,"Allow me to help! Hand me the spanner... All right, this should do it... Aaand done!"
"#02227","I think I've done enough walking and jogging. If I keep it up, I may get too thin and scrawny, haha."
,"So anyway, you probably won't be seeming me much anymore. Don't miss me!"
,"Maybe we'll meet again some time."
"#02228","So we meet again."
,"I've eaten too many donuts again and could use some exercise. So hand me a spanner and let me help!"
"#02229","Got to go now. See you again some time!"
"#02230","Howdy! I'm doing promotions in this area."
,"I give GP Medals to everyone who watches the ad all the way to the end!"
"#02231","Hmm, what's next? Oh, this will do."
"#02232","My job's done for the day so I'll be going. Bye!"
"#02233","Thanks a bunch! You'll receive your Medal reward soon."
"#02234","I don't have any more ads to show you right now. Bye!"
"#02235","Howdy! Before I show you what ads I've got this time..."
"#02236","I'd really like to apologize for the technical difficulties we've been having."
,"I'm giving out free GP Medals as compensation."
"#02237","Helloes! I'm a journalist writing for the Daily Grand Prix."
,"<name>, let me first congratulate you on all your stunning victories!"
,"Would you mind reviewing Grand Prix Story 2? Our readers would love to hear what you think!"
"#02238","Fabulous, thanks a lot! Here's your remuneration for the interview."
"#02239","What a pity... But I won't give up! You'll be seeing me again."
"#02240","Greetings. Everyone calls me the Super Boss."
,"I preside over an exclusive GP race, which is only for the past winners of the Masterclass GP."
,"<name>, you are welcome to enter this race, of course."
,"See you at the race course."
"#02241","Hello. I'm the Mega Boss."
,"The race I preside over is only for teams which have won the Super Boss's race."
,"<name>, you are welcome to enter this race, of course."
,"See you at the race course."
"#02242","Hi. I don't want to blow my own trumpet, but people call me the Ultimate Boss."
,"I preside over a GP race for the very elite who won the Mega Boss's race."
,"<name>, you are welcome to enter this race, of course."
,"See you at the race course."
"#02243","Hello, <name>."
,"All the special GP races you've tried so far were just for practice. The real deal starts now!"
,"You'll have to start from the beginning, but there will be prizes just like before."
"#02244","Hi, I'm a travelling photographer."
,"Would you like me to take a photo commemorating your achievements? You could share it with friends!"
"#02245","The photo turned out quite nicely. And here's some GP Medals for you."
"#02246","The raffle was out of order earlier, but it's all fixed now."
,"Sorry for the inconvenience. We'll be giving out GP Medals as compensation."
"#02247","Team Happy"
"#02248","vs dummy"
"#02249","=#00405"
"#02250","=#00406"
"#02251","=#00407"
"#02252","=#00408"
"#02253","=#00409"
"#02254","=#00410"
"#02255","=#00411"
"#02256","=#00412"
"#02257","=#00413"
"#02258","=#00414"
"#02259","=#00415"
"#02260","=#00416"
"#02261","=#00417"
"#02262","=#00418"
"#02263","=#00419"
"#02264","=#00420"
"#02265","=#00421"
"#02266","=#00422"
"#02267","=#00423"
"#02268","=#00424"
"#02269","=#00425"
"#02270","=#00426"
"#02271","=MID(#00427,1,-1)&'5'"
"#02272","=#00007"
"#02273","GT cars' performance UP"
"#02274","=#00010"
"#02275","Sports cars' performance UP"
"#02276","=#00012"
"#02277","Racing cars' performance UP"
"#02278","=#00013"
"#02279","Rally cars' performance UP"
"#02280","=#01702"
"#02281","Engine performance UP"
"#02282","=#01703"
"#02283","Gear performance UP"
"#02284","=#01140"
"#02285","Tire performance UP"
"#02286","=#00621"
"#02287","Wing performance UP"
"#02288","Electronics"
"#02289","ECU performance UP"
"#02290","Boost"
"#02291","Turbo performance UP"
"#02292","=#01170"
"#02293","Suspension performance UP"
"#02294","=#01152"
"#02295","Brake performance UP"
"#02296","Dur"
"#02297","=#00615"
"#02298","=#00618"
"#02299","Hndl"
"#02300","Expansion"
"#02301","=#01059"
"#02302","Fuel Cons."
"#02303","Rev. Fuel Cons."
"#02304","Ad Effect"
"#02305","Repair Eff."
"#02306","Analysis Eff."
"#02307","XP Eff."
"#02308","Drv Assist"
"#02309","Braking"
"#02310","Durability"
"#02311","=#01835"
"#02312","=#00005"
"#02313","D-Force"
"#02314","=#02290"
"#02315","=#01703"
"#02316","On-Rd"
"#02317","Off-Rd"
"#02318","Wet"
"#02319","Icy Rd"
"#02320","Weight"
"#02321","Dev Cost"
"#02322","Exp"
"#02323","Promo"
"#02324","Rep"
"#02325","Anlys"
"#02326","EXP"
"#02327","Drv"
"#02328","Slpstrm"
"#02329","START"
"#02330","Frozen"
"#02331","Terrible"
"#02332","Poor"
"#02333","Good"
"#02334","Great"
"#02335","=#01460"
"#02336","=#01462"
"#02337","=#01464"
"#02338","=#01466"
"#02339","Appl"
"#02340","=#00000"
"#02341","Test Run"
"#02342","=#00001"
"#02343","Repairs UP"
"#02344","Handling UP"
"#02345","Dev. Cap."
"#02346","=#02326"
"#02347","Design"
"#02348","Dismantling"
"#02349","Aero Test"
"#02350","Advertising"
"#02351","M"
"#02352","F"
"#02353","I have 30 years on my mortgage!"
"#02354","You really want to let me go?"
"#02355","I've got lots of work left in me!"
"#02356","I was thinking of retiring."
"#02357","I'm just getting started!"
"#02358","You should reconsider this..."
"#02359","But I've got nothing saved!"
"#02360","This is a new beginning for me."
"#02361","I've still got many years in me!"
"#02362","What about someone else...?"
"#02363","I'll work harder from now on!"
"#02364","But I haven't hit my prime yet!"
"#02365","Sunny"
"#02366","Rain"
"#02367","Snow"
"#02368","AM"
"#02369","Noon"
"#02370","PM"
"#02371","Night"
"#02372","S."
"#02373","U."
"#02374","M."
"#02375","<0> Race"
"#02376","VS <0>"
"#02377","<0> <1>Challenge"
"#02378","Sp. <0> <1>Challenge"
"#02379","Shop restocked."
"#02380","Back on sale: <co=0000c8><0></co>!"
"#02381","New items on sale."
"#02382","Now on sale: <co=0000c8><0></co>!"
"#02383","Get <pic=medal> x <0>"
"#02384","<pic=medal> x <0> + <pic=icon,@> <1>"
"#02385","=#02310"
"#02386","Turbo"
"#02387","Schrgr"
"#02388","=#02313"
"#02389","S-Strm"
"#02390","N. Tank"
"#02391","Sp."
"#02392","Foods"
"#02393","Service"
"#02394","Finance"
"#02395","Automotive"
"#02396","Technology"
"#02397","<0>F"
"#02398","Final Race"
"#02399","Race #<0>"
"#02400","Location"
"#02401","Retire"
"#02402","#<0>"
"#02403","Course"
"#02404","<0> Laps: <1>"
"#02405","Qual. Time"
"#02406","Prize"
"#02407","You don't have enough money."
"#02408","There is no road. Build anyway?"
"#02409","Yes\tNo"
"#02410","The <0> has been built."
"#02411","Location: <0>, <1>"
"#02412","Move the <0>"
"#02413","Move which facility?"
"#02414","Move where?"
"#02415","Rotate."
"#02416","Place where?"
"#02417","You don't have enough for the contract fee."
"#02418","Insufficient funds."
"#02419","Write a review and get<br>100 Research Data! "
"#02420","Yes\tLater"
"#02421","Cannot build there."
"#02422","Cannot build there yet."
"#02423","Overlaps facility."
"#02424","Overlaps a wall."
"#02425","Select a different location."
"#02426","Final Race: <0>"
"#02427","Race #<0>: <1>"
"#02428","Participation prize: <0> x <co=3c64c8><1></co>!"
"#02429","#<0> prize: <co=3c64c8><1></co> x <co=3c64c8><2></co>!"
"#02430","Last race in: <0> (<1>)"
"#02431","Next race in <0> (<1>)"
"#02432","The app will be updated after saving your game."
"#02433","G"
"#02434","100 mil"
"#02435","<0> trillion"
"#02436","<0>00 mil"
"#02437","1st:"
"#02438","2nd:"
"#02439","3rd:"
"#02440"," Awards"
"#02441","=#02427"
"#02442","Winner: <0>"
"#02443","Retry?"
"#02444","<0> Ranking (Yr)"
"#02445","Team Name"
"#02446","Points"
"#02447","New Fans"
"#02448","Experience Acquired"
"#02449","<0> Qualifying Race"
"#02450","Driver"
"#02451","=#02406"
"#02452","Time"
"#02453","Audience"
"#02454","=#00012"
"#02455","Analyzed!"
"#02456","EXP x <0>!"
"#02457","<0> Race Results"
"#02458","Out of nitro."
"#02459","Aura not ready."
"#02460","Restart race?<br>GP Medals to pay: <0>"
"#02461","You don't have enough GP Medals."
"#02462","Display Your Rank"
"#02463","Display Ranking"
"#02464","Today"
"#02465","Last Week"
"#02466","Last Month"
"#02467","All-Time"
"#02468","Play Points"
"#02469","Which ranking"
"#02470","do you want to see?"
"#02471","<0>'s Rankings"
"#02472","=#02402"
"#02473","#<0>/<1>"
"#02474","An error occurred."
"#02475","Online Rankings <0>/<1>"
"#02476","Current Play Points"
"#02477","Score"
"#02478","Send Error Data"
"#02479","Input Inquiry Code"
"#02480","Error"
"#02481","Incompatible data detected."
"#02482","Failed."
"#02483","File not found."
"#02484","Data received."
"#02485","Receiving data..."
"#02486","Online Rankings"
"#02487","=#01718"
"#02488","Team"
"#02489","Staff"
"#02490","Schedule"
"#02491","Team Rank"
"#02492","Race"
"#02493","=#00633"
"#02494","=#02489"
"#02495","Member List"
"#02496","Move"
"#02497","=#02401"
"#02498","=#01874"
"#02499","Install Parts"
"#02500","Sell"
"#02501","Tune"
"#02502","Inventory"
"#02503","=#02396"
"#02504","Facilities"
"#02505","Friends"
"#02506","=#01872"
"#02507","F-Forward"
"#02508","Send SP"
"#02509","Comments"
"#02510","<0>? I'll get started"
"#02511","Ready to rock!"
"#02512","All good so far"
"#02513","Where to start..."
"#02514","It's so-so..."
"#02515","Really heavy"
"#02516","Gotta tweak this"
"#02517","Going well!"
"#02518","Good grip"
"#02519","<0>, huh?"
"#02520","The <0>?"
"#02521","It's a <1>?"
"#02522","The <0>? Got it"
"#02523","It needs more juice"
"#02524","Come on, baby!"
"#02525","I'm starving..."
"#02526","Now to wrap this up"
"#02527","Feeling car-sick..."
"#02528","Gotta be kiddin' me"
"#02529","Now from this side..."
"#02530","Could do better"
"#02531","It's pretty good"
"#02532","Good balance"
"#02533","Drives like a dream"
"#02534","Eureka!"
"#02535","Amazing downforce"
"#02536","This is how you drift"
"#02537","Coming together nicely"
"#02538","Getting quality data"
"#02539","Just some fine-tuning..."
"#02540","Oh..is this it!?"
"#02541","Let's aim for more"
"#02542","Full throttle!"
"#02543","Oh, fascinating"
"#02544","Revolutionary!"
"#02545","Got a winner here"
"#02546","Smooth!"
"#02547","Like a hurricane!"
"#02548","Overdrive!"
"#02549","Guess that's it then"
"#02550","Was a long day"
"#02551","Time to go"
"#02552","Whew! So tired..."
"#02553","This'll do"
"#02554","Now just to test it"
"#02555","Drives well"
"#02556","It's a good one"
"#02557","Loved driving it"
"#02558","Yes, that's it!"
"#02559","Better than expected"
"#02560","My money's on this one"
"#02561","Got a good feeling"
"#02562","I'm impressed"
"#02563","It'll be No.1!"
"#02564","Time to use my skills"
"#02565","I've got this!"
"#02566","My secret tech!"
"#02567","Rank"
"#02568","Check out my racing team in Grand Prix Story 2!<br>https://appli.kairogame.jp/?gid=132&r=share<br>Try it too!<br>Add me as a friend: <0><br>#Kairosoft"
"#02569","You are over the maximum number of Medals (<0>)."
"#02570"," -"
"#02571","You don't own any of this facility."
"#02572","You don't own any of this facility. Please remove existing facility."
"#02573","Win Rate <0><1>%"
"#02574","Rd"
"#02575","The <0> is only available for a limited time!"
"#02576","Available until: <1>/<2> <0>"
"#02577","Crazy Dance Doll"
"#02578","*Buy to support Kairosoft!"
"#02579","Only 1 available!"
"#02580","<0> GP Medals"
"#02581","20% cheaper!"
"#02582","=#02580"
"#02583","From"
"#02584","Compat."
"#02585","Vehicle"
"#02586","On sale:"
"#02587","until <1>/<2> <0>"
"#02588","Wgt."
"#02589","You have no parts to install."
"#02590","<0> parts"
"#02591","[Remove Part]"
"#02592","Cancel research and recover used <pic=pt> Research Data."
"#02593","Cancel tuning and recover used <pic=pt> Research Data."
"#02594","Cancel dismantling."
"#02595","Cancel upgrade and recover used <pic=pt> Research Data."
"#02596","Use GP Medals to finish immediately."
"#02597","Not enough GP Medals... You can purchase them at the Swanky Shop."
"#02598","<0> Buy with GP Medals?"
"#02599","No nitro refill available."
"#02600","Nitro refilled."
"#02601","Nitro collected."
"#02602","Not enough to collect yet."
"#02603","Fuel + <0>"
"#02604","Nitro + <0>"
"#02605","The tank is full."
"#02606","Check out ads to get GP Medals!"
"#02607","That opponent is fighting another team."
"#02608","Failed to get data."
"#02609","Dismantle"
"#02610","Obtained<co=3c64c8> <0></co> <pic=pt> Research Data!"
"#02611","<br>*Parts have been stored in the Warehouse."
"#02612","Dismantling…"
"#02613","Allow connection to a network and check your signal."
"#02614","If you use an app for locking your device remotely, check that it is disabled."
"#02615","If the device is running in kids mode, some features will not be usable."
"#02616","Env."
"#02617","Storage"
"#02618","Facility"
"#02619","=#02496"
"#02620","Facility Info"
"#02621","- <1>/<2> <0> -"
"#02622","<1>/<2> <0>"
"#02623","Choose vehicle"
"#02624","Next change: <0>"
"#02625","<0> complete in:"
"#02626","<0> upgraded in:"
"#02627","Training ends in"
"#02628","=#01056"
"#02629","All"
"#02630","Upgrades available:"
"#02631","=#01056"
"#02632","Mechanics training:"
"#02633","In stock:"
"#02634","Constr. Time:"
"#02635","Sponsor Payment"
"#02636","Benefit"
"#02637","Insta-Complete"
"#02638","No access from entrance."
"#02639","Vehicles"
"#02640","=#02502"
"#02641","Find Sponsor"
"#02642","Train"
"#02643","Upgrade Tech"
"#02644","Activated"
"#02645","Activate"
"#02646","Activate All"
"#02647","<pic=icon,199> Buy"
"#02648","<pic=flag> Get from VS!"
"#02649","Upgrading..."
"#02650","=#02649"
"#02651","Upgrade!"
"#02652","All <0> facilities in use"
"#02653","Win the <0> first"
"#02654","Construct"
"#02655","<0> constructed."
"#02656","The <0> has speeded up!"
"#02657","No mechanics."
"#02658","Use <pic=pt> Research Data to activate the lab."
"#02659","Use <pic=pt> Research Data to activate all labs."
"#02660","Tap to view details."
"#02661","All <co=3c64c8><0> </co>are engaged."
"#02662","Upgrade?"
"#02663","Lv."
"#02664","=#02616"
"#02665","The <co=3c64c8><0> </co>tech can be upgraded."
"#02666","Your <co=3c64c8><0></co> can be upgraded to <co=3c64c8>Lv <1>."
"#02667","The<co=3c64c8> <0> </co>can be researched"
"#02668","<co=3c64c8><0> </co>can be contracted."
"#02669","Could not connect to Play Store. Please check your login details."
"#02670","Car Shop"
"#02671","=#00179"
"#02672","Swanky Shop"
"#02673","<pic=medal> Medal Purchase History"
"#02674","Didn't arrive? Tap here"
"#02675","=#02500"
"#02676","Can't be sold."
"#02677","Sell Items"
"#02678","<0>/<1>"
"#02679","Read the User Agreement"
"#02680","Use a kit to make a new vehicle."
"#02681","You have nothing to sell."
"#02682","Race <0>"
"#02683","=#02452"
"#02684","Weather"
"#02685","Temp"
"#02686","Dist."
"#02687","Laps"
"#02688","=#01056"
"#02689","Play Rating"
"#02690","Your Rank"
"#02691","Ranking"
"#02692","Perform Fusion"
"#02693","Level increased by <0>!"
"#02694","You got <0> EXP!"
"#02695","Select materials for fusion."
"#02696","You have no materials for fusion."
"#02697","Max level reached."
"#02698","Start Fusion"
"#02699","Unequip parts and use the vehicle for fusion?"
"#02700","Includes Rank A or better materials. Start fusion?"
"#02701","Consume materials and start fusion."
"#02702","This part cannot be fused."
"#02703","Select Part to Upgrade"
"#02704","\100 Yen = $1"
"#02705","Switches speed display"
"#02706","between mph & km/h."
"#02707","Select whether to use your"
"#02708","device's vibration feature."
"#02709","Vibration"
"#02710","Enabled"
"#02711","Disabled"
"#02712","=#00972"
"#02713","=#00973"
"#02714","Difficulty"
"#02715","Engine: <0>"
